role,ident,smiles
decoy,C03516643,C[C@H]1CCc2c(sc3c2c(=O)n(c(n3)S[C@H](C)C(=O)NCc4ccc5c(c4)OCO5)CC=C)C1
decoy,C06207039,CCO[C@H]1/C(=C\Nc2nccs2)/C(=O)c3cc(ccc3O1)Cl
decoy,C35674766,CCCNC(=O)N1CCc2cc(c(cc2[C@H]1[C@H](CC)NC(=O)NCC)OC)OC
decoy,C34920059,COc1cc(cc(c1)OC)[C@@H](CC(=O)NCc2ccco2)c3c[nH+]c4n3CCCC4
decoy,C02192378,Cc1ccc(cc1)n2c3c(c(=O)[nH]c2=O)[C@](C(=O)N3)(C(F)(F)F)NC(=O)c4cccc(c4)Cl
decoy,C39127702,Cc1c(c(c(c2c1nc(s2)NCc3ccc(cc3)NS(=O)(=O)C)C)O)C
decoy,C35612808,Cc1ccc(cc1Nc2nc(cs2)C(=O)N[C@@H](C)C(=O)NC(C)C)Cl
decoy,C63234610,Cc1cccc(c1)n2c(nnc2SC/C(=C\3/[C@@H](N(C(=O)N(C3=O)C)C)N)/[O-])C4=c5ccccc5=[NH+]C4
decoy,C37351088,CC(C)c1ccc(cc1)c2c(noc2N)c3ccco3
decoy,C66246938,Cc1cc(c2c(c1)s/c(=N\S(=O)(=O)c3cc(cnc3)F)/[nH]2)C
decoy,C27517101,CCC[C@]12C[NH+]3C[C@](C1=O)(CN(C2)[C@@H]3c4ccc(cc4O)O)CC
decoy,C24830159,CCCc1ccc(cc1)[C@@H](C(C)C)[NH2+]Cc2nc3cc(ccc3n2CC)S(=O)(=O)N4CCOCC4
decoy,C09505935,C[C@@H]1CCc2c(sc(c2C(=O)OC)NC(=O)[C@H]3CCCN3S(=O)(=O)c4cccs4)C1
decoy,C33812728,CCCCn1c(c(c(c(c1=O)C#N)C)/C=C/2\C(=O)N(C(=S)S2)CCCC(=O)[O-])N3CC[NH+](CC3)C
decoy,C49668346,CCn1c(c(c(=O)n1c2cccc(c2)F)N)C(C)(C)C
decoy,C08733507,c1cc(ccc1CON/C=N\C(=O)C2CCN(CC2)c3c(cc(c[nH+]3)C(F)(F)F)Cl)[N+](=O)[O-]
decoy,C36531503,CN([C@H](c1ccc2c(c1)OCO2)C(=O)NC3CCCCC3)C(=O)c4cccc(c4O)O
decoy,C63514874,CC[C@]1([C@@](N(C(=O)O1)CCC2=c3cccc(c3=[NH+][C@@H]2C)C(F)(F)F)(C)O)C
decoy,C39710936,CCC(C)(C)N1[C@@H](N=NN1)[C@@H]([C@@H]2C=c3cccc(c3=[NH+]C2=O)C)[NH+](Cc4ccc(cc4)Cl)Cc5ccco5
decoy,C20764317,CCOc1ccc(cc1)C2=N[C@@H]([NH2+][C@H](C2)c3cccc(c3O)OCC)c4ccc(c(c4)Br)F
decoy,C09102164,c1ccc2c(c1)c(=O)cc(o2)C(=O)NC[C@@H]3CN(C(=O)O3)c4ccc(c(c4)Cl)Cl
decoy,C02659917,Cc1cc(c(c(c1C)S(=O)(=O)N2CCC(CC2)C(=O)O[C@H](C)C(=O)Nc3ccc4c(c3)OCCO4)C)C
decoy,C08914539,Cc1ccc(o1)[C@H]2/C(=C(/c3ccc(cc3)S(=O)(=O)N(C)C)\O)/C(=O)C(=O)N2CCC[NH+](C)C
decoy,C30978042,C[C@@H](c1ccc(cc1)S(=O)(=O)C)NC(=O)C2CC[NH+](CC2)Cc3nc(no3)c4ccc(cc4)C(C)(C)C
decoy,C39666644,Cc1ccc(cc1)CC(=O)N2C[C@H](C3(C2)CC[NH2+]CC3)C(=O)NC[C@H](C)Oc4ccccc4Cl
decoy,C02361511,c1ccc(cc1)c2nnc3n2c(=O)/c(=C/c4ccccc4Br)/s3
decoy,C13064962,CC[C@H](c1nnnn1Cc2ccco2)[NH+](Cc3ccccc3OC)Cc4cc5c(cc(cc5[nH]c4=O)C)C
decoy,C09778674,C[C@@H](C(=O)Nc1c(c2c(s1)CCCCC2)C#N)[NH+]3CCN(CC3)S(=O)(=O)c4ccccc4
decoy,C16916844,CNC(=O)c1c2c(sc1NC(=O)c3cc(nc4c3cccc4)c5ccccc5)CCC2
decoy,C09390412,c1ccc2c(c1)c(c3c(n2)/C(=C\c4ccco4)/CCC3)C(=O)OCC(=O)NC(=O)NCc5ccco5
decoy,C35697754,CC1=C([C@@H](N2C(=CSC2=N1)/C=C(/NCc3ccco3)\[O-])c4ccc(c(c4)OC)OC)C(=O)OC
decoy,C38546308,CC1CC[NH+](CC1)[C@H](c2ccccc2)c3c4c(sc3NC(=O)c5ccco5)CCCC4
decoy,C39674129,C[C@H]1C(=C(N=N1)C)[C@H](C)NC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccccc4Cl
decoy,C33268856,Cc1cn2c(=O)cc([nH+]c2s1)CN(CCOC)Cc3ccc(cc3)C(C)C
decoy,C00906458,Cc1ccc(o1)[C@@H](C(=O)NC2CCCCC2)N(Cc3ccc(cc3)F)C(=O)Cn4nc(nn4)c5ccc(cc5)OC
decoy,C02154830,C[NH+]1CCc2cc3c(c(c2[C@H]1c4c(=O)[nH]c(=S)n(c4O)c5ccccc5OC)OC)OCO3
decoy,C43093023,C[C@H]([C@@H](c1ccccc1Br)N(C)Cc2cc(sc2)Br)[NH3+]
decoy,C47136268,c1ccc2c(c1)[C@@H](OC2=O)Nc3c(non3)c4ccc(cc4)Cl
decoy,C04691436,c1cc(c(c(c1)Cl)[C@H]2C[C@@H](Nc3n2ncn3)c4ccc(cc4)Cl)Cl
decoy,C40352326,COc1cc(cc(c1OC[C@H](c2ccc(cc2)C3CCCCC3)O)N)CO
decoy,C04469396,Cc1cc(c(c(c1)C)NC(=O)CNC(=O)CN2C(=O)C3(CCCCCC3)NC2=O)C
decoy,C25382921,CCc1ccc(cc1)[C@H](CNC(=O)CN2C(=O)[C@@]3(CCCc4c3cccc4)NC2=O)[NH+](C)C
decoy,C63259001,C[C@@H]1C2=C(NC3=C([C@H]2C4=c5ccccc5=[NH+]C4)C(=O)CC(C3)(C)C)N(N1)c6cccc(c6)Cl
decoy,C09266823,c1ccn2c(c1)[nH+]c3c(c2=O)C[C@@]4([C@@H]5N3CCCCC5)C(=O)NC(=O)N(C4=O)C6CCCCC6
decoy,C36069370,C[C@H]1CCc2c(sc3c2c(=O)n(c(n3)C[NH+](C)C)CC(=O)OCC(C)C)C1
decoy,C39684223,Cc1cccc2c1[nH]cc2CCNC(=O)[C@@H]3CN(CC34CC[NH2+]CC4)C(=O)c5ccc(o5)c6ccc(cc6)F
decoy,C33761341,CCCN1C(=C([C@H](NC1=O)c2cccc(c2)NC(=O)Nc3cc(cc(c3)OC)OC)C(=O)OCCOC)C
decoy,C41585155,Cc1ccccc1/C=C\2/C(=O)c3ccc(c(c3O2)CN4CCN(CC4)c5ccccc5)O
decoy,C02359432,c1c(oc(c1)Br)/C=N/NC(=O)CCCC(=O)N/N=C/c2oc(cc2)Br
decoy,C62244997,CC(C)Cc1c(nnn1c2ccc(cc2)S(=O)(=O)N)C[NH3+]
decoy,C67382827,CCc1ccc(cc1)[C@@H](CNC(=O)NNC(=O)c2c(ccs2)C)[NH+](C)C
decoy,C12516455,C[C@@H](c1nnc(n1c2ccc(cc2)F)SCC(=O)NN3C(=O)C4(CCCCC4)NC3=O)[NH+](C)C
decoy,C36123680,CCNC(=O)N(C[C@@H]1CCCO1)CC(=O)N2CCc3c(ccs3)[C@H]2COc4ccc(cc4)F
decoy,C45830135,C[C@H](C(=O)Nc1ccc(cc1[N+](=O)[O-])Cl)Sc2nnc(n2c3ccccc3)C[NH+]4CCCC4
decoy,C02501761,Cc1cc(c(s1)SC)[C@@H]2C(=C(N(C3=C2C(=O)CCC3)c4cccc(c4)[N+](=O)[O-])N)C#N
decoy,C53146138,c1cc(ccc1c2nnc3n2cc(cc3)N)OC(F)F
decoy,C28615401,CC\1=NNC(=O)/C1=c/2\n(c(=O)/c(=C/3\N(c4ccccc4S3)C)/s2)CC=C
decoy,C39325050,Cc1cccc2=C[C@H](C(=O)[NH+]=c12)CN(Cc3ccc4c(c3)OCO4)S(=O)(=O)c5ccc6c(c5)OCCO6
decoy,C09684726,c1ccc(cc1)CS(=O)(=O)N2CC[NH+](CC2)[C@H](c3ccccc3)c4c([nH]c(=O)[nH]c4=O)N
decoy,C33936811,Cc1ccc2cc(c(=O)[nH]c2c1)[C@@H](c3nnnn3C4CCCC4)N(Cc5ccc(cc5)OC)C[C@@H]6CCCO6
decoy,C39431393,C[C@@]12CC[C@@H](C1(C)C)C(=O)N(C2=O)c3ccc(cc3)C(=O)OC
decoy,C19941607,Cc1cc(c2c(c1)cc(c(=O)[nH]2)[C@@H](c3nnnn3C4CCCCC4)N5CC[NH+](CC5)C6CCCCC6)C
decoy,C13815401,CCOc1ccccc1[C@@H]2[C@@H]3CCCC[C@]3(CC[NH+]2CC(=O)Nc4c(c5c(s4)CCCC5)C(=O)OC)O
decoy,C13368714,CC1CCN(CC1)S(=O)(=O)c2ccc3c(c2)N(C(=O)CO3)CC(=O)N[C@H](C)C45CC6CC(C4)CC(C6)C5
decoy,C00888569,Cc1ccc(o1)c2nnn(n2)CC(=O)N(c3ccc(cc3)C4CCCCC4)[C@H](c5cccs5)C(=O)NC6CCCCC6
decoy,C09478765,CC[C@@H](C)NC(=O)C[NH+]1CCN(CC1)S(=O)(=O)c2ccc(s2)Br
decoy,C37006579,Cc1ccc(cc1)CN2C(=O)c3cc4ccc(cc4n3C[C@]2(C)C(=O)NCCC[NH+]5C[C@H](C[C@@H](C5)C)C)OC
decoy,C04552446,c1ccc2c(c1)C(=O)C(=C(C2=O)O)CC[C@H]3CC[C@H]4CCCC[C@@H]4C3
decoy,C36553493,COC(=O)[C@H]1[C@H](CC2=C(C1=O)[C@@H](c3c4ccccc4ccc3N2)c5ccc(cc5)O)c6ccc7c(c6)OCO7
decoy,C65995266,CCN([C@H](C)c1ccc(cc1)F)C(=O)N[C@@H](C)c2cccc(c2)N3CCOC3=O
decoy,C39597402,COc1ccccc1CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)[C@@H]4COc5ccccc5O4
decoy,C39328012,CC(C)c1ccc(cc1)[C@@H]2C(=C(OC(=C2C(=O)OC)CSc3c(cc4c(n3)CCN(C4)C)C#N)N)C#N
decoy,C39693453,C[C@H](C(=O)N1C[C@H](C2(C1)CC[NH2+]CC2)C(=O)NCCNC(=O)OC(C)(C)C)Oc3ccccc3
decoy,C12624512,c1cc(ccc1NC(=O)CCCC[C@@H]2[C@@H]3[C@H](CS2)NC(=O)N3)F
decoy,C13298383,C[C@@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C[C@H]([C@@]4([C@@]3(CC[C@@H](C4)O)C)O)O)C
decoy,C08815955,Cc1ccc(c(c1)[C@@H]2C(=C(NC(=O)N2)CSc3cc(ccc3Cl)Cl)C(=O)OC)C
decoy,C14794019,CN(C)S(=O)(=O)c1ccc(c(c1)C(=O)NC[C@@H](c2ccccc2)c3c[nH]c4c3cccc4)Cl
decoy,C05379301,Cc1cc(c[nH+]c1N)[C@H](C(c2ccccc2)(c3ccccc3)O)n4c5ccccc5nn4
decoy,C15867139,Cc1ccc(s1)[C@@H]2CCCCCN2C(=O)Nc3ccc4c(c3)OCO4
decoy,C18345479,CCOC(=O)C1=C(NC(=O)N[C@@H]1c2ccco2)COC(=O)CN(C)S(=O)(=O)c3ccc(cc3)C
decoy,C06703835,CC(C)(C)c1ccc(cc1)c2nnc(o2)c3ccc(cc3)N
decoy,C51989506,C[C@@H]1C[C@@H]1C(=O)N[C@@H]2CCCC[C@@H]2O
decoy,C36091457,Cc1ccc(c(c1)CN2c3cc(ccc3[S@](=O)c4ccccc4C2=O)C(=O)NCC[NH+]5CCCC[C@@H]5C)C
decoy,C39015747,Cc1ccc(c(c1)O)C2=NN=C(C2)C(=O)N[C@H]3[C@H]([C@@H]4CCCC[C@@H]4S3)C(=O)NCCOC
decoy,C39229640,c1ccc(cc1)[C@H]2CN(CC[NH2+]2)c3ccc(cn3)C(=O)NCCc4ccc5c(c4)OCO5
decoy,C03227169,c1ccc(cc1)[C@]2(C(=C3N(c4ccccc4S3)C(=O)N2)C#N)C(F)(F)F
decoy,C35266772,CC[C@@H](C)[C@H](C(=O)Nc1nnc(s1)c2ccc(cc2)Cl)NC(=O)c3cccc(c3)[N+](=O)[O-]
decoy,C38926026,c1ccc2=N/C(=N/S(=O)(=O)c3ccc(cc3)N/C=C\C(=O)c4ccc(c(c4)Cl)Cl)/C[NH+]=c2c1
decoy,C09611435,C[C@H]1CCC[C@H]([C@@H]1C)NC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)c3ccc4c(c3)CCC(=O)N4
decoy,C10376533,CC(C)[C@H](c1cccs1)NC(=O)c2ccc(cc2)S(=O)(=O)Nc3cc(ccc3OC)[N+](=O)[O-]
decoy,C65074809,Cc1ccc(c(c1)C)S(=O)(=O)N2CCC3(CC2)C(=[NH+]CCN3)NC(C)(C)C
decoy,C37034016,C[C@H]1CC[C@H]([C@@H](C1)[NH2+]Cc2cc(cs2)Br)C(C)C
decoy,C02211399,Cc1ccc(cc1C)n2c(c(c3c2nc4ccccc4n3)C(=O)OCC=C)N
decoy,C52473020,CCC(CC)C(=O)N1CCC(CC1)Nc2nn3cc(nc3s2)C(C)(C)C
decoy,C01017574,Cc1c(c(=O)n(n1C)c2ccccc2)NC(=O)CSc3c4c5c(sc4ncn3)C[C@H](CC5)C
decoy,C49497562,c1cnc(c(n1)C(=O)NCC(=O)NCC2CCCC2)N
decoy,C19857957,CC1=C([C@@H](C2=C(N1)C[C@@H]([C@@H](C2=O)C(=O)OC)c3cccs3)c4cc(c(c(c4)OC)OC)OC)C(=O)OC
decoy,C13064816,CC[C@H](c1nnnn1C2CCCC2)[NH+](Cc3cc4c(cc(cc4[nH]c3=O)C)C)C[C@@H]5CCCO5
decoy,C00565681,COc1ccc(c(c1)[C@@H]2Nc3c(c4c(s3)CCCC4)C(=O)N2)OC
decoy,C06442908,Cc1cccc(c1C)N2CC[NH+](CC2)[C@@H](c3cc4cc(c(cc4[nH]c3=O)C)C)c5nnnn5C[C@@H]6CCCO6
decoy,C37192837,Cc1ccc(c(c1)N)SCc2nc(on2)c3ccco3
decoy,C04885826,C[C@@]12[C@H]([C@@H](c3cccc(c3O1)OC)NC(=S)N2c4cccc(c4)OC)C(=O)OC
decoy,C45631920,CC[C@]1(C(=O)N(C(=O)N1)CC2=C([C@@H](NC(=O)N2)c3ccccc3)C(=O)OCC)c4ccc(cc4)F
decoy,C14625038,c1ccc2c(c1)n(c(=O)o2)CC(=O)Nc3nc(c(s3)c4cccs4)c5cccs5
decoy,C39361788,Cc1cccc(c1)CSC2=NN[C@H](N2c3cccc(c3)C)Cc4cc(=O)[nH]c(=O)[nH]4
decoy,C01383858,Cc1cc(nc2c1c(c(s2)C(=O)NNS(=O)(=O)c3ccc(cc3)F)n4cccc4)C
decoy,C01719085,COC(=O)C1(CCCC1)NC(=O)C2(CCCC2)NC(=O)C3(CCCC3)N4C(=O)c5ccccc5C4=O
decoy,C12635356,C[C@H]1CCCC[C@@H]1NC(=O)NC(=O)COC(=O)c2ccc(cc2)S(=O)(=O)N3CCCc4c3cccc4
decoy,C17215969,Cc1cc(cc(c1C)S(=O)(=O)N2CCC(CC2)C)C(=O)OCC(=O)NC(=O)NC3CCCC3
decoy,C02085596,Cc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)C[C@@H](CC5)C(C)(C)C)C(=O)N
decoy,C25677458,Cc1ccc(c(c1)C)S(=O)(=O)N2CC[NH+](CC2)[C@@H](C)C(=O)Nc3c(ccs3)C(=O)N
decoy,C02505823,Cc1ccc(cc1)c2ccc3c(c(sc3n2)C(=O)c4ccc(cc4Cl)Cl)N
decoy,C12979765,c1ccc(cc1)C2=NC[C@H](O2)CSc3nnc(n3C[C@H]4CCCO4)c5c[nH]c6c5cccc6
decoy,C16567844,C[C@@H](c1nnc(n1c2ccc(cc2)[N+](=O)[O-])SCc3ccc(cc3)F)NC(=O)Nc4cccc(c4)F
decoy,C13358309,CCc1ccc(cc1[N+](=O)[O-])/C=C/C(=O)c2ccc(cc2)S(=O)(=O)N3CCCC[C@@H]3C(=O)[O-]
decoy,C35756837,Cc1ccccc1CN2[C@@H]([C@@H](OC2=O)c3ccc(cc3)NC(=O)c4ccco4)C(=O)Nc5ccccc5
decoy,C12412765,CCOC(=O)C1=C(OC2=C([C@]13c4ccccc4NC3=O)C(=O)C[C@H](C2)c5cccc(c5)Cl)N
decoy,C63949198,Cc1ccc(cc1NC(=O)CSc2nccn2c3cc(cc(c3)C)C)C(=O)N
decoy,C16434074,CCCCN(CC(=O)Nc1cc(nn1c2ccc(cc2)C)C(C)(C)C)C(=O)c3ccc(cc3)c4ccccc4
decoy,C38486871,Cc1ccc(cc1F)NC(=O)CSc2nnc3n2ccn4c3cc(n4)c5ccc(cc5)F
decoy,C00631010,Cc1cc2c(cc1C)NC3=C([C@H](N2)c4ccc(cc4)C(=O)OC)C(=O)CC(C3)(C)C
decoy,C35705805,c1ccc2c(c1)c(c[nH]2)CC[NH+](Cc3ccc4c(c3)OCO4)Cc5nc(co5)C(=O)NCC6CC6
decoy,C09295107,CCCc1nnc2n1N[C@H]([C@H](S2)C(=O)Nc3ccccc3Cl)c4ccc(cc4)CC
decoy,C20414353,C[NH+]1CCN(CC1)CN2c3ccccc3[C@](C2=O)(CC(=O)c4ccc5c(c4)CCCC5)O
decoy,C43742990,CC1=C(O[C@@H]2[C@H]1[C@@]3(CC[C@H]4[C@@H]([C@H]3C2)CC=C5[C@]4(CC[C@H](C5)O)C)C)CC[C@H](C)CO
decoy,C64491160,Cc1ccc2=[NH+][C@@H]([NH+]=c2c1)CCc3ccc(cc3)NC(=O)CN4c5cc(ccc5OCC4=O)C(C)(C)C
decoy,C11854934,Cc1c(nc([nH]c1=O)n2c(cc(n2)c3cccs3)NC(=O)c4ccccc4C(F)(F)F)C
decoy,C05256177,COc1ccc(cc1)[C@@H]2c3cccn3CCN2C(=O)Nc4cccs4
decoy,C35938594,CC[C@@H](c1ccccc1)C(=O)N2CCN(C[C@H]2C)C(=O)CC[NH+]3CCc4c(ccs4)[C@@H]3c5ccccc5
decoy,C41585407,Cc1cc(c(c2c1C(=O)/C(=C/C=C/c3ccccc3)/O2)C[NH+]4CCN(CC4)c5ccccc5F)O
decoy,C08779731,CCN(Cc1ccc2c(c1)OCCO2)C(=O)CSc3nnc(n3c4ccc(cc4)F)[C@H](C)[NH+](C)C
decoy,C02435620,c1ccc(cc1)N2CN3C(=O)C[C@@H](C(=C3SC2)C#N)c4ccc(cc4)Cl
decoy,C36730594,C[C@@H](c1ccc(cc1)C(C)C)NC(=O)CN2C(=O)C3(CCC(CC3)C(C)(C)C)NC2=O
decoy,C06282815,COc1ccc2cc(c(=O)[nH]c2c1)C[NH+](Cc3cccs3)Cc4nnnn4C[C@H]5CCCO5
decoy,C10980429,Cc1ccc(cc1O)C(=O)O[C@H](C)C(=O)Nc2cc(ccc2Cl)S(=O)(=O)N3CCCCC3
decoy,C09433322,CC(C)CN1[C@H]([C@H](c2ccccc2C1=O)C(=O)NCCC[NH+](Cc3ccco3)C4CCCC4)c5cccs5
decoy,C12467518,CCOC(=O)c1c(c(c(s1)NC(=O)[C@H]2CCCN2S(=O)(=O)c3ccc(s3)Cl)C(=O)N)C
decoy,C38790628,CCOC(=O)c1c([nH]c(c1c2cc(ccc2OC)OC)C(=O)C(=O)Nc3ccc(cc3C)[N+](=O)[O-])C
decoy,C13036331,c1ccc2c(c1)[C@@H]3C/C(=C/4\C=C(C=CC4=O)O)/NN3[C@H](O2)c5ccsc5
decoy,C05362380,C[C@H]1CCC[C@H]([C@@H]1C)NC(=O)COC(=O)c2ccc(c(c2)[N+](=O)[O-])NC3CC3
decoy,C05097535,CC[C@H](C)NC(=O)c1cc(nn1c2cc(ccc2C)C)c3ccccc3F
decoy,C36028117,CC[C@H](C)[C@H]1C(=O)N(C2([NH2+]1)CCN(CC2)S(=O)(=O)c3ccc(cc3)C)CCc4ccc(c(c4)OC)OC
decoy,C14912166,CC[C@]1(C(=O)N(C(=O)N1)CC(=O)Nc2cc(ccc2N3CCCCC3)Cl)c4ccccc4
decoy,C16033233,CC(C)C[C@H]1[C@@H]2[C@@H](C(=O)N(C2=O)CC=C)[C@]3([NH2+]1)c4cc(ccc4NC3=O)Cl
decoy,C25467055,c1ccc(cc1)c2csc3c2c(=O)n(cn3)NC(=O)[C@H]4CC4(Cl)Cl
decoy,C06780436,Cc1cc(nc2c1c(c(s2)C(=O)N3C[C@H](C[C@@H](C3)C)C)n4cccc4)C
decoy,C44783018,C[C@H](C(C)C)NC(=O)C1(CCCC1)/C(=N/O)/N
decoy,C63361841,C[C@@H](C(=O)NCCc1ccc(cc1Cl)Cl)N2C(=O)[C@@]3([C@H]4C(=c5ccccc5=[NH+]4)CCN3C2=O)C
decoy,C13568118,CCn1c(nnc1S[C@H](C)C(=O)Nc2ccc3c(c2)OCO3)[C@@H](C)NC(=O)c4ccccc4
decoy,C42356081,C[C@H](C(=O)Nc1ccc2c(c1)OCCCO2)[NH+]3CCC[C@@H]3c4cccs4
decoy,C07247230,CCNc1nnc(s1)SCC(=O)NC(=O)NC23CC4CC(C2)CC(C4)C3
decoy,C63426904,C[C@H]1C/C(=C\c2cc(c(c(c2)OC)OC)OC)/C3=C(C1)[C@H](NC(=S)N3)c4cc(c(c(c4)OC)OC)OC
decoy,C43424727,CC(C)Oc1c(ccc(n1)N2CCO[C@H]3[C@@H]2CCCC3)N
decoy,C20478362,c1cc(ccc1NC(=O)[C@@H]2CCCC[C@@H]2C(=O)[O-])S(=O)(=O)Nc3ccc(c(c3)Cl)Cl
decoy,C06464479,CCOc1cc(ccc1O)/C=C\2/C(=N/C(=N\c3cccc(c3C)C)/S2)O
decoy,C35520253,C[C@]12CC[C@](C1(C)C)(c3c2nc4cc(c(cc4n3)Cl)Cl)C(=O)NNC(=O)c5cccc(c5)[N+](=O)[O-]
decoy,C63270935,c1ccc2=[NH+]CC(=c2c1)CCNC(=O)CCNC(=O)CN3CNc4ccccc4C3=O
decoy,C09646890,Cc1ccc(cc1C(=O)NC[C@H](c2ccc(cc2)OC)[NH+]3CCCCC3)S(=O)(=O)N4CCCC4
decoy,C41313895,Cc1cccc2c1oc(c2)C(=O)Nc3c(c4c(s3)C[C@H](CC4)C)C(=O)N[C@H]5CCS(=O)(=O)C5
decoy,C12485671,CC(C)(C)c1ccc(cc1)C2=Nc3c4ccccc4ccc3C(=NN2)c5ccc(cc5)N(C)C
decoy,C63374902,C[C@@]12[C@@H]3C(=c4ccccc4=[NH+]3)[C@@H](CN1C(=O)CN(C2=O)Cc5ccccc5)c6ccc(cc6)Br
decoy,C20257588,Cc1ccc(cc1NS(=O)(=O)N2CCCC[C@@H]2C)N
decoy,C40824993,Cc1c\2c(oc1C(=O)Oc3cccnc3)CCC/C2=N\NC(=[NH2+])N
decoy,C58905795,Cc1ccc(cc1NC(=O)c2cc3cc(ccc3o2)Cl)S(=O)(=O)NC
decoy,C29956583,c1ccc(cc1)[C@H](c2ccc3c(c2)[nH]c(n3)C(F)(F)F)NC(=O)C[C@@H]4C(=O)Nc5ccccc5O4
decoy,C23505993,c1ccc(cc1)c2ccc(cc2)C[NH+]3CCNC(=O)[C@H]3CC(=O)N4CCc5c(c[nH]n5)C4
decoy,C40010982,Cc1ccc(c2=[NH+]C(=O)[C@@H](C=c12)[C@@H]3c4cc(c(cc4CCN3C(=S)NCCOC)OC)OC)C
decoy,C57309817,CC[NH+](CC)CCC[C@@H](C)NC(=O)c1cc(nc2c1c(nn2[C@@H]3CCS(=O)(=O)C3)C)c4ccco4
decoy,C39939985,c1ccc(cc1)c2cc(n(n2)[C@@H]3N=[NH+]C(=S)N3/N=C/c4ccc(cc4)Br)c5ccccc5
decoy,C63671324,Cn1cc(c2c1cccc2)C3=C[C@@H]4N(N3)CCC(=O)N4CC(=O)NCCC5=c6cc(ccc6=[NH+]C5)OC
decoy,C39671083,Cc1c(c(no1)c2ccccc2)C(=O)N3C[C@H](C4(C3)CC[NH2+]CC4)C(=O)NCCc5ccco5
decoy,C60280644,C#CCN1C(=[NH2+])[C@H]([NH+]=C1C2CC2)c3cccc(c3)F
decoy,C13500104,CCC[C@@H](c1nnnn1Cc2ccc(cc2)F)[NH+](Cc3cc4cccc(c4[nH]c3=O)C)C5CCCC5
decoy,C12814535,Cc1cc(c(n1C2CC2)C)C(=O)N3CC[C@@H]4CCCC[C@H]4C3
decoy,C21234894,CCCOc1ccc(cc1)[C@H]2CC3=C([C@@H](Nc4ccccc4N3)c5cc(c(c(c5)OC)OC)OC)C(=O)C2
decoy,C35911922,Cc1cc(nn1c2ccc(cc2)C(C)C)c3c(nc4n(c3=O)c(cs4)CC(=O)NC(C)C)C
decoy,C15947547,C[C@@H]1CCc2c(sc3c2C(=N[C@@H](N3)c4ccccc4OC(=O)c5cc(c(c(c5)OC)OC)OC)O)C1
decoy,C12757192,C[C@H](C(=O)Nc1ccnn1C(C)C)Sc2nc3cc(ccc3c(=O)n2C[C@H]4CCCO4)C(=O)OC
decoy,C22890996,Cc1ccc(cc1C)S(=O)(=O)C2(CCCC2)C(=O)Nc3ccc4c(c3)NC(=O)[C@@H](O4)C
decoy,C00883768,Cn1c(nnc1SCC(=O)Nc2ccccc2C(F)(F)F)c3ccc(cc3)S(=O)(=O)N4CCOCC4
decoy,C43218916,CCc1ccc(cc1)N2C(=O)[C@H]3[C@H]([NH2+][C@@]([C@@H]3C2=O)(c4ccccc4)C(=O)[O-])c5ccccc5O
decoy,C08410502,Cc1ccc(c(c1)C)C2=NN=C3[C@@H]2[C@@H](C(=C(O3)N)C#N)c4cc(c(c(c4)C(C)(C)C)O)C(C)(C)C
decoy,C12642571,Cc1cc(no1)NC(=O)[C@H]2[C@@H]3C(=O)N([C@@H]([C@@]34C=C[C@@]2(O4)C)C(=O)NC(C)(C)C)CCC(C)C
decoy,C43215780,c1ccc(cc1)C[C@@H](c2ccccc2)NC(=O)c3coc(n3)c4ccc(cc4)N
decoy,C36207407,Cc1c2c(=O)[nH]c(nc2sc1C(=O)OC(C)C)C[NH+](C[C@H](COc3ccccc3)O)C(C)C
decoy,C09763683,c1cc(cnc1)C=NNC(=O)c2cc(n[nH]2)c3cc(cc(c3)Cl)Cl
decoy,C16007123,c1ccc2c(c1)C=C[NH+]3[C@H]2[C@]4(c5ccccc5NC4=O)[C@H]([C@H]3C(=O)c6ccco6)C(=O)c7ccc(cc7)Cl
decoy,C08854980,CCCCOc1ccc(cc1)C2=NN=C3[C@H]2[C@H](C(=C(O3)N)C#N)c4cc5c(cc4Br)OCO5
decoy,C18204027,Cc1cc(no1)NC(=O)CSc2[nH]c(=O)c(c(n2)N)NC(=O)c3ccccc3
decoy,C22910900,CC(C)(C[NH2+]C1CCN(CC1)c2ccc(cc2)C(=O)NCc3ccc4c(c3)OCO4)N5CCOCC5
decoy,C19283837,CCC(CC)(C#C)NC(=O)CSc1nnc(n1c2ccccc2Cl)N3CCCC3
decoy,C23644725,C[C@@H]1CCc2c(sc3c2c(=O)[nH]c(n3)[C@@H](C)Sc4nnnn4c5ccc(cc5)O)C1
decoy,C24709199,c1ccc(cc1)[C@H](c2cc3ccccc3o2)NC(=O)Cn4c(=O)c5ccccc5c(n4)C(=O)N
decoy,C67397697,C[C@@H]1CCC[NH+](C1)C[C@@H](C)NC(=O)C(=O)N2CCCc3c2cc(cc3)F
decoy,C18350890,Cc1cc(ccc1NC(=O)CN2C(=O)[C@](NC2=O)(C)c3ccc(cc3)C(C)(C)C)N4CCCC4
