name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id
,,Cc1c(Br)cc(F)cc1C(=O)NCC(C)(C)CNC(=O)[C@H]1C[C@@H](O)C1,,,,,,ZINCpv0000095xVf
,,COC(=O)c1ccc(C(=O)N[C@@H](C)CNC(=O)[C@]2(Cl)CC2(F)F)s1,,,,,,ZINCon00000mLQ98
,,CC[C@H](C)[C@H](NC(=O)CCC(C)(C)C)C(=O)NCCC(=O)NO,,,,,,ZINCnj00000UjAYI
,,O=C(N[C@@H]1C[C@H](NC(=O)C2(C3CC3)CC2)C[C@H]1O)[C@@H]1CC12CCCC2,,,,,,ZINCpo00000SOjPB
,,C[C@H](C(=O)NC[C@@H](NC(=O)OC(C)(C)C)C(=O)O)c1ccc(F)cc1,,,,,,ZINCpq000005tQUC
,,C[C@H](CN=c1nc[nH]s1)N(C)C(=O)c1cc2ccoc2cc1F,,,,,,ZINCnz000003EL9V
,,CCN(CC)C1CCN(C(=O)C[C@H]2CCN(CC(F)(F)F)C2)CC1,,,,,,ZINCov000002QvDE
,,O=C(N[C@H]1C[C@@H](n2cc(CO[C@H]3CCOC3)nn2)C1)c1csc(Cl)n1,,,,,,ZINCpo00000SOjPn
,,O=C(N[C@H]1C[C@H](NC(=O)[C@H]2CC[C@H](F)C2)C[C@@H]1O)C1C2(CC2)C12CC2,,,,,,ZINCpk00000SOjQ5
,,CC[C@](C)(O)CCN(Cc1cccs1)C(=O)Nc1cnc(Cl)nc1,,,,,,ZINCoH00000xkm9n
,,Nc1c(Cl)cc(F)cc1C(=O)N1CC[C@@H](C(=O)c2nccs2)C1,,,,,,ZINCny00000DIBdl
,,COC(=O)[C@H](NC(=O)C=C/C(C)=C/c1ccccc1)C1(O)COC1,,,,,,ZINCog000011tNOy
,,CCOC1(CN(C[C@@H]2CCSC2)C(=O)CNC=O)CCCC1,,,,,,ZINCmm00000SzLmH
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@@H]2[C@H]3CCC[C@H]32)C[C@H]1O)C1CC2(CSC2)C1,,,,,,ZINCpj00000SOjQe
,,CNS(=O)(=O)N1CCC(C(=O)N2C[C@H]3C[C@@]3(CN)C2)CC1,,,,,,ZINCl400000y8tLY
,,O=C(N[C@@H]1C[C@@H](NC(=O)[C@H]2C[C@@H]3CCC[C@@H]3C2)C[C@H]1O)c1cnsc1,,,,,,ZINCpn00000SOjQb
,,C=CCOCCN(CCC)CCNC(=O)[C@H](OCC)C(C)C,,,,,,ZINCmq000002t8pX
,,C[C@H](CNC(=O)C(=O)N1C[C@H]2CC[C@@H](C2)C1)c1ccc(Br)cc1,,,,,,ZINCnz000003ELkl
,,C[C@H](CCCNC(=O)Cc1ccsc1)NC(=O)/C=C/[C@@H]1CCCO1,,,,,,ZINCou000005vRUx
,,CNS(=O)(=O)NC1CCN(C(=O)C(C)(C)[C@@H](C)O)CC1,,,,,,ZINCk500000y8tMe
,,C[C@@H](CNC(=O)Cc1sccc1Br)CNC(=O)c1cccc(F)c1N,,,,,,ZINCpz00000evK7t
,,O=C(N[C@@H]1CCCOC12CCC2)[C@@H]1CN(C(=O)CCCF)CCO1,,,,,,ZINCoh00000sLS2v
,,CSCCn1nnnc1[C@@]1(NCc2occc2C)CCC[C@@H](C)CC1,,,,,,ZINCpF00000sZ8fl
,,O=C(N[C@H]1CCCOC1)C1=CC[C@H]2CC[C@H]1N2C(=O)c1cnsn1,,,,,,ZINCoh00000sLS2B
,,COc1nccc(C(=O)N2CCC[C@@](F)(C(=O)N3CC(O)C3)C2)n1,,,,,,ZINCo500000HMzdH
,,O=C(N[C@@H]1CCCOC12CCC2)[C@@H]1CCN(C(=O)[C@@H]2C=CCS2)O1,,,,,,ZINCok00000sLS2t
,,CC[C@H](C)[C@H](NC(=O)C=C(C)C1CC1)C(=O)NC[C@@H](O)CCO,,,,,,ZINCnd00000UjAYF
,,CNS(=O)(=O)NC1CCN(C(=O)[C@]2(Cl)C[C@@H]2C(C)=O)CC1,,,,,,ZINCl500000y8tMb
,,CO[C@H](C(=O)NCCN1CCC1)C1CN(C(=O)C2(OC)CCCC2)C1,,,,,,ZINCp8000015OuDN
,,O=C(N[C@@H]1C[C@@H](NC(=O)[C@]23CCC[C@H]2C3)C[C@H]1O)[C@H]1CCC(F)(F)C1,,,,,,ZINCpn00000SOjPw
,,CC[C@H](C)[C@H](NC(=O)C=Cc1cc[nH]n1)C(=O)N(C)[C@H](C)CO,,,,,,ZINCnd00000UjAYq
,,CC[C@H](C)[C@H](NC(=O)C=CC(C)C)C(=O)N1CC[C@H](C(N)=O)C1,,,,,,ZINCng00000UjAYM
,,COc1nccc(C(=O)N2CC[C@@]2(C)CC(=O)NC(C)(C)CO)n1,,,,,,ZINCo900000HMzdr
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@]23CCC[C@H]2C3)C[C@H]1O)c1ccccc1F,,,,,,ZINCpn00000SOjPu
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@@]23CC[C@@H](C[C@H]2F)C3)C[C@H]1O)c1cnsc1,,,,,,ZINCpk00000SOjPx
,,CCOC1(CN(C[C@@H]2CCSC2)C(=O)C2COCOC2)CC1,,,,,,ZINCmn00000SzLmG
,,O=C(N[C@@H]1C[C@@H](NC(=O)[C@@H](F)C2CCCC2)C[C@H]1O)C1CCSCC1,,,,,,ZINCpn00000SOjQg
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@H](F)[C@H]2CCOC2)C[C@H]1O)c1sccc1Cl,,,,,,ZINCpl00000SOjQi
,,CC=CCONC(=O)NCCCC1(C2OCCO2)CCCCCC1,,,,,,ZINCoC00000nLszH
,,O=C(N[C@H]1C[C@@H](n2cc(COCCO)nn2)C1)c1c(F)cccc1Cl,,,,,,ZINCpn00000SOjPm
,,CC[C@H](C)[C@H](NC(=O)CCCCC(N)=O)C(=O)NCCCCO,,,,,,ZINCna00000UjAZ2
,,C[C@@H](CNC(=O)[C@@H](C)c1cncnc1)NC(=O)c1cc(Br)ccc1Cl,,,,,,ZINCpz00000evKiL
,,CCOC1CN(C(=O)CC2CC(NC(=O)C3=COCC3)C2)C1,,,,,,ZINCme00000SzLnX
,,Nc1c(Cl)cc(C(=O)NCc2ccc(C(=O)NO)cc2)nc1Cl,,,,,,ZINCnq00000DIBdg
,,O=C(N[C@@H]1C[C@@H](NC(=O)C2(CCCF)CC2)C[C@H]1O)[C@@H]1CC=CCC1,,,,,,ZINCpp00000SOjPF
,,Cc1c(Br)ccc(C(=O)N(C)C2CN(C(=O)[C@@H]3C[C@H]3C(F)F)C2)c1N,,,,,,ZINCpv0000095ylC
,,CC[C@H](C)[C@H](NC(=O)C#CC(C)C)C(=O)NC[C@H]1CCC=CO1,,,,,,ZINCnp00000UjAYQ
,,CC[C@H](C)[C@H](NC(=O)CC(C)(C)C)C(=O)NCC1(O)CN(C)C1,,,,,,ZINCnd00000UjAYO
,,CSCCn1nnnc1[C@@]1(NCc2ncc(Br)s2)CC[C@@H](C(C)C)C1,,,,,,ZINCpG00000sZ8fj
,,COC(=O)[C@H](NC(=O)CCC1(C#N)CCNCC1)c1cccnc1,,,,,,ZINCog000011tNOw
,,Cc1c(Br)cc(F)cc1C(=O)N1CC[C@@H](CCNC(=O)C2COC2)C1,,,,,,ZINCpv0000095xPO
,,CNS(=O)(=O)NC1CCN(C(=O)[C@@H]2C[C@@H]3C=C[C@H]2O3)CC1,,,,,,ZINCl500000y8tMf
,,CNS(=O)(=O)N1CCN(C(=O)[C@H](C)[C@@H](O)CC(C)C)CC1,,,,,,ZINCl500000y8tM9
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@@H]2C[C@@]2(F)Cl)C[C@H]1O)c1cccn1C1CC1,,,,,,ZINCpk00000SOjPX
,,CCc1ncc([C@H]2CC23CC(NC(=O)OC(C)(C)C)C3)o1,,,,,,ZINClD000007f29l
,,C[C@H](CNC(=O)C(C)(C)C1CC1)CN(C)C(=O)c1cc(Cl)c[nH]1,,,,,,ZINCnz000003ELq4
,,CO[C@H](C(=O)NC[C@H](O)C(=O)N[C@H](C)c1ccncc1F)C1CCC1,,,,,,ZINCpc000015OuDL
,,CNS(=O)(=O)[C@H](C)CNC(=O)COc1c(C)nn(C)c1C,,,,,,ZINCl500000y8tLT
,,COC(=O)[C@H](NC(=O)C[C@H]1CCOC[C@@H]1N)c1ccc(OC)cc1,,,,,,ZINCod000011tNOC
,,O=C(N[C@@H]1C[C@H](NC(=O)c2ccc(O)cc2Cl)C[C@H]1O)c1cnsc1,,,,,,ZINCpl00000SOjPG
,,Cc1c(Br)ccc(C(=O)N(C)[C@H](C)CNC(=O)C2(N(C)C)CC2)c1F,,,,,,ZINCpv0000095ypJ
,,O=C(c1cccc(OCCF)c1)N1C[C@H]2OCCC[C@@]2(C(=O)O)C1,,,,,,ZINCon00000mLQbb
,,CCC[C@H](CCCO)C(=O)N1C[C@H](C)[C@H](CNC(=O)C[C@H]2C[C@@H]2C)C1,,,,,,ZINCpu000001VOJr
,,CCOC1(CN(C[C@H]2[C@@H]3COC[C@@H]32)C(=O)[C@@H](C#N)CC)CC1,,,,,,ZINCmo00000SzLmK
,,C[C@@H](CNC(=O)[C@@H](O)c1ccsc1)N(C)C(=O)c1ccc(F)cc1Br,,,,,,ZINCpz00000evKnV
,,C[C@@H](CNC(=O)[C@@H](F)C(C)(C)O)N(C)C(=O)CCCc1ccc(Br)s1,,,,,,ZINCpz00000evKkI
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@H]2CC3CCC2CC3)C[C@H]1O)c1cnco1,,,,,,ZINCpi00000SOjPY
,,CO[C@H](C(=O)NC[C@@H](O)C(=O)NC[C@@H]1NC(=O)NC1=O)C1CCCC1,,,,,,ZINCp3000015OuDG
,,O=C(N[C@@H]1C[C@H](NC(=O)c2ncccc2Cl)C[C@H]1O)c1nc(Cl)cs1,,,,,,ZINCpo00000SOjPQ
,,Cc1ccc(C(=O)N2C[C@@H](C)[C@H]2C(=O)N2CCC3(CC(F)C3)C2)o1,,,,,,ZINCot00000sPUnF
,,CC[C@H](C)[C@H](NC(=O)C=Cc1cncs1)C(=O)N1CC(C#N)C1,,,,,,ZINCnm00000UjAYw
,,CC[C@H](C)[C@H](NC(=O)CCc1cnn[nH]1)C(=O)N[C@H](C)[C@@H](C)F,,,,,,ZINCnh00000UjAYz
,,C[C@H](CNC(=O)C(C)(C)C(F)F)CN(C)C(=O)c1csnc1Cl,,,,,,ZINCnz000003ELn2
,,CC[C@H](C)[C@H](NC(=O)C=Cc1ccnn1C)C(=O)N[C@@H]1C[C@@H]1F,,,,,,ZINCnh00000UjAYr
,,C[C@@H](CNC(=O)Cc1cnns1)NC(=O)c1c(Br)sc2ccccc12,,,,,,ZINCpz00000evJU6
,,COc1nccc(C(=O)N2CCCC[C@H](C(=O)N3CC(O)C3)C2)n1,,,,,,ZINCo500000HMzdE
,,C[C@@]12CCC[C@@H](CN1C(=O)c1cc(I)ccc1F)C2,,,,,,ZINCjI000009rUAn
,,COc1nccc(C(=O)N2CC=C[C@]2(C)C(=O)NC[C@@H](O)CO)n1,,,,,,ZINCo400000HMzdz
,,CCOC1(CN(C[C@@H]2CCOC2)C(=O)CN2CC(O)C2)CC1,,,,,,ZINCm600000SzLmF
,,Cc1c(Br)cc(F)cc1C(=O)N[C@@H]1C[C@H](C)N(C(=O)C2=CCOC2)C1,,,,,,ZINCpv0000095ybU
,,O=C(N[C@H]1CCCOC12CCC2)[C@@H]1CN(C(=O)CC2CC2)CCO1,,,,,,ZINCoi00000sLS2u
,,C=CCCONC(=O)NC[C@@H](NC(=O)OC(C)(C)C)[C@H](C)C(C)C,,,,,,ZINCoz00000nLszK
,,C[C@H](C(=O)NC[C@@H]1CCN1C(=O)c1csc(S)n1)N1CCCCCC1,,,,,,ZINCpq000005tQUN
,,CO[C@H](C(=O)NCCn1cccn1)C1CN(C(=O)[C@H](C)C2CCC2)C1,,,,,,ZINCpf000015OuE0
,,COc1nccc(C(=O)N2CC[C@]2(C)CC(=O)N2CCOCC2)n1,,,,,,ZINCo900000HMzdq
,,O=C(N[C@@H]1CCCOC1)C1CCC(NC(=O)[C@H](O)C2CCC2)CC1,,,,,,ZINCoh00000sLS2C
,,CC(C)(O)[C@H](F)CNc1nc(Cl)nc2cc(Br)sc12,,,,,,ZINCjG000009rUzz
,,O=C(N[C@@H]1CCCOC12CCC2)N1C[C@@H](C(F)(F)F)OC[C@@H]1CO,,,,,,ZINCok00000sLS2w
,,Cc1cc(CNS(=O)(=O)Cc2ncsc2Cl)ccc1I,,,,,,ZINCkD000002a8l7
,,CNS(=O)(=O)N1CCN(C(=O)[C@@]2(C)CCCC[C@H]2C)CC1,,,,,,ZINCle00000y8tM1
,,Nc1c(Cl)cc(C(=O)NCCc2c[nH]c3ncccc23)nc1Cl,,,,,,ZINCny00000DIBdi
,,CNS(=O)(=O)NC1CCN(C(=O)[C@@H]2COC[C@H](C)O2)CC1,,,,,,ZINCl400000y8tMg
,,C[C@@H](CNC(=O)[C@@H](C)n1ccc(Br)n1)NC(=O)c1ccc(F)c(Cl)c1,,,,,,ZINCpz00000evKjS
,,C[C@H](CNC(=O)C(C)(C)C(F)F)NC(=O)c1c(Cl)cncc1Cl,,,,,,ZINCnz000003ELnT
,,CC[C@H](C)[C@H](NC(=O)CCC1(C)CC1)C(=O)N(C)CC(=O)OC,,,,,,ZINCnn00000UjAYk
,,C[C@@H](CNC(=O)N1CCN(C)[C@@H](C2COC2)C1)Sc1ccc(Br)cc1,,,,,,ZINCpz00000evKb1
,,CO[C@@H](C(=O)NCCn1cc(CCN(C)C)nn1)c1cccc(Cl)n1,,,,,,ZINCpf000015OuDS
,,O=C(N[C@H]1CCCN(O)C1=O)[C@@H]1CSCN1C(=O)c1cscc1Cl,,,,,,ZINCok00000sLS2m
,,CC[C@H](C)[C@H](NC(=O)CCC1CCCC1)C(=O)NOCC(N)=O,,,,,,ZINCng00000UjAYo
,,CO[C@H](C(=O)NCCn1cnnc1)C1CN(C(=O)C2C[C@H]3C[C@@H]3C2)C1,,,,,,ZINCp5000015OuEt
,,COC(=O)[C@H](NC(=O)CCn1c(C)ccc1C)[C@H]1CCS(=O)(=O)C1,,,,,,ZINCob000011tNOF
,,C[C@@]1(CNC(=O)c2csc(S)n2)CCN(C(=O)c2cnc(C#N)s2)C1,,,,,,ZINCpq000005tQKF
,,CNS(=O)(=O)NC1CCN(C(=O)c2snc(C)c2Br)CC1,,,,,,ZINCle00000y8tMc
,,CO[C@@H](C(=O)NCCn1ccnc1)C1CN(C(=O)CCNC(C)=O)C1,,,,,,ZINCp4000015OuEk
,,CC(C)CONC(=O)N1CCN(C(=O)OC(C)(C)C)[C@H](C)C[C@H]1C,,,,,,ZINCoA00000nLszF
,,O=C(N[C@@H]1CCCOC12CCC2)c1coc(CNC(=O)C(F)F)n1,,,,,,ZINCoj00000sLS2q
,,CNS(=O)(=O)NCCCNC(=O)[C@H]1COCC[C@@H]1C,,,,,,ZINCj500000y8tMp
,,C[C@H](CN=c1ncc(I)c[nH]1)NC(=O)c1ccc2scnc2c1,,,,,,ZINCnz000003ELfl
,,CSCCn1nnnc1[C@@]1(NCc2sccc2Cl)CCC[C@@H]1C1CC1,,,,,,ZINCpJ00000sZ8fn
,,Nc1c(Cl)c(F)cc(C(=O)N[C@H]2C[C@H](C(=O)O)CC[C@H]2O)c1Cl,,,,,,ZINCnq00000DIBdo
,,CNS(=O)(=O)NCCCNCc1nc(Cl)c(Br)cc1F,,,,,,ZINCkh00000y8tMl
,,C=C(C)CONC(=O)CN(C(=O)C[C@H]1CCCC[C@@H]1C)C1CCC1,,,,,,ZINCoC00000nLszA
,,CSCCn1nnnc1C1(NCC2(F)CCCCC2)CC(C)(CBr)C1,,,,,,ZINCpG00000sZ8fh
,,CO[C@@H](C(=O)NCCN1CCOC[C@@H]1C)C1CN(C(=O)C(C)(F)F)C1,,,,,,ZINCp5000015OuEm
,,C[C@H](CNC(=O)C#CC(C)(C)C)N(C)Cc1c(F)cccc1F,,,,,,ZINCnz000003ELjc
,,C[C@H](C(=O)N1CCN(C(=O)c2csc(S)n2)[C@H]2C[C@@H]21)c1ccccn1,,,,,,ZINCpq000005tQPO
,,CNS(=O)(=O)NCC12CC(C1)[C@H](C(=O)OC)CO2,,,,,,ZINCi500000y8tMi
,,Cc1cc(CN[C@@H](C)c2cc(Br)cc(C)c2O)n(C)n1,,,,,,ZINCkD000002a8o7
,,Cc1cc(CN[C@@H](C2CC2)[C@H]2CCCOC2)cnc1Cl,,,,,,ZINCkD000002a8pM
,,COC(=O)[C@@H](NC(=O)C[C@H]1CCNC1)c1ccc(S(C)(=O)=O)cc1,,,,,,ZINCoa000011tNOB
,,Cc1cc(CN[C@@H](C2CCC2)[C@H]2CCOC2)cc(Cl)n1,,,,,,ZINCkD000002a8pP
,,CO[C@H](C(=O)NCCn1ccnc1C)C1CN(C(=O)[C@H](C)C(C)C)C1,,,,,,ZINCpg000015OuEl
,,O=C(N[C@@H]1CCCOC12CCC2)[C@@H]1C=CCN1C(=O)C1=COCC1,,,,,,ZINCoi00000sLS2r
,,CCOC1(CN(C[C@H]2CO[C@H](C)C2)C(=O)CNC(C)=O)CC1,,,,,,ZINCmf00000SzLmO
,,CO[C@@H](C(=O)NCCN1CCC1)C1CN(C(=O)C[C@H]2C[C@@H]2C2CC2)C1,,,,,,ZINCpd000015OuDO
,,O=C(N[C@@H]1C[C@@H](NC(=O)[C@H]2C[C@H]3C=C[C@@H]2CC3)C[C@H]1O)C1CC=CC1,,,,,,ZINCpm00000SOjQc
,,Cc1cccn2c(C(=O)NC[C@@H]3C[C@@H]3NC(=O)C(C)(C)C)cnc12,,,,,,ZINCop00000mLQ5X
,,COc1nccc(C(=O)N2CC[C@@](C)(CC(=O)N(C)CCO)C2)n1,,,,,,ZINCo700000HMzdB
,,CSCCn1nnnc1[C@]1(NCc2ncc(Br)s2)CC2CCC1CC2,,,,,,ZINCpE00000sZ8fi
,,O=C(N[C@@H]1C[C@H](NC(=O)C2CC(F)(CF)C2)C12CCC2)c1cc[nH]n1,,,,,,ZINCpm00000SOjPI
,,CCOc1cnc(CN[C@@H](C(=O)OC)[C@H]2CCCCO2)nc1,,,,,,ZINCmg00000SzLn0
,,CCN(CCCNC(=O)C[C@H]1CC1(Cl)Cl)C(=O)[C@](C)(COC)OC,,,,,,ZINCop00000mLQe8
,,O=C(N[C@@H]1C[C@H](NC(=O)[C@H]2C[C@@H]2C2CCC2)C[C@H]1O)[C@@H]1C=CCCC1,,,,,,ZINCpp00000SOjQ9
,,CO[C@H](C(=O)NCCN1C[C@H]2C[C@@H]2C1)C1CN(C(=O)[C@@H]2CC2(F)F)C1,,,,,,ZINCp7000015OuEg
,,C[C@H](C(=O)N1CC[C@H](N2C[C@@H](C(=O)O)CC2=O)C1)c1ccc(Br)cc1,,,,,,ZINCpq000005tQQP
,,C[C@@H](CNC(=O)Cc1ccsc1Br)N(C)C(=O)c1cnc(Cl)c(N)c1,,,,,,ZINCpz00000evJPg
,,CNS(=O)(=O)N1CCN(C(=O)[C@@H]2CC[C@@H]2C)CC1,,,,,,ZINCi500000y8tM6
,,CC[C@H](C)[C@H](NC(=O)CCCCC(N)=O)C(=O)N1CC[C@@H]1CO,,,,,,ZINCn700000UjAZ1
,,CCc1ncc(CN2CC[C@@](F)(c3cccc(C)c3)C2)[nH]1,,,,,,ZINClD000007f25Q
,,CNS(=O)(=O)NC1CCN(C(=O)NC2CC(CF)C2)CC1,,,,,,ZINCl500000y8tMh
,,CC[C@H](C)[C@H](NC(=O)C(C)=C(C)C)C(=O)NC[C@@](C)(O)COC,,,,,,ZINCnj00000UjAYP
,,CC[C@H](C)[C@H](NC(=O)CCCCCF)C(=O)N1CC[C@H]1C(N)=O,,,,,,ZINCnh00000UjAYW
,,CO[C@H](C(=O)NCCn1cc(C(=O)N2CC(C#N)C2)cn1)C1CCC1,,,,,,ZINCpa000015OuE3
,,CO[C@@H](C(=O)NCCn1ccc(C(=O)N[C@@H](C)CN(C)C)c1)C1CC1,,,,,,ZINCpd000015OuDV
,,COC(=O)[C@H](NC(=O)[C@@H]1C[C@]12CCNC2)c1ccc2c(c1)CCO2,,,,,,ZINCof000011tNOH
,,O=C(N[C@H]1CCCOC12CCC2)[C@H]1CCN1C(=O)COCCCF,,,,,,ZINCoh00000sLS2s
,,COc1nccc(C(=O)N2CCC[C@@]2(C)C(=O)N2CC[C@@H]2CO)n1,,,,,,ZINCo600000HMzdy
,,COC(=O)[C@H](NC(=O)c1nc2ncccn2n1)C(C)(C)C(F)(F)F,,,,,,ZINCof000011tNOp
,,Cc1cc(CNS(=O)(=O)c2cnc(Br)cc2C)c(C)s1,,,,,,ZINCkD000002a8m7
,,C=C1CCC(C(=O)N2C[C@H](C)[C@H]2C(=O)N2CC(CCOC)C2)CC1,,,,,,ZINCoq00000sPUnL
,,Cc1ccc(C(=O)N2C[C@H](C)[C@@H]2C(=O)N2C[C@H]3CCCC[C@H]32)n1C,,,,,,ZINCor00000sPUnS
,,O=C(N[C@@H]1CCCN(S(=O)(=O)C2CC2)C1)N1CCC[C@](F)(CF)C1,,,,,,ZINCok00000sLS2n
,,CCN1CCC[C@H]1C(=O)N1CCCC[C@H](N(C)C(=O)C=C(Cl)Cl)C1,,,,,,ZINCow000007iSju
,,CSCCn1nnnc1[C@]1(NCc2sc(C)cc2Br)CC[C@H](C)SC1,,,,,,ZINCpK00000sZ8fo
,,COC(=O)[C@H](NC(=O)CCN1C(=O)CCC1=O)c1cncc(Br)c1,,,,,,ZINCod000011tNOG
,,COc1nccc(C(=O)N2CC[C@]2(C)CC(=O)Nn2ccnn2)n1,,,,,,ZINCo500000HMzds
,,CC(C)C(=O)N1C[C@H]2CC[C@@H]1[C@@H]2NC(=O)c1cc(F)c(F)cc1N,,,,,,ZINCop00000mLQbA
,,CCO[C@@]1(CN(C[C@@H](CC)C(C)C)C(=O)C(N)=O)CCOC1,,,,,,ZINCmh00000SzLmP
,,Nc1c(Cl)c(Cl)nc(C(=O)OCc2nnc3cnccn23)c1Cl,,,,,,ZINCnu00000DIBdm
,,CC[C@H](C)[C@H](NC(=O)CC(C)(C)CNC(=O)[C@@H](C)CO)C(N)=O,,,,,,ZINCn700000UjAYY
,,CNS(=O)(=O)N1CC[C@@]2(CCc3ccc(Br)cc32)C1,,,,,,ZINCjo00000y8tLW
,,CCc1nc[nH]c1C(=O)N[C@H](C)c1c(F)cc(Cl)cc1F,,,,,,ZINClD000007f239
,,COc1nccc(CNC(=O)CSCCNC(=O)CNC(N)=O)n1,,,,,,ZINCo400000HMzdo
,,O=C(N[C@H]1C[C@@H](n2cc(CO)nn2)C1)C1CC(c2cccc(F)c2)C1,,,,,,ZINCpp00000SOjPo
,,CCC[C@H](CCCO)C(=O)N1CC[C@H](NC(=O)C=CC2CC2)[C@H](C)C1,,,,,,ZINCpu000001VODG
,,CCC[C@H](CCCO)C(=O)N1CCC[C@](C)(NC(=O)[C@@H]2CCSC2)C1,,,,,,ZINCpu000001VOx0
,,COC(=O)[C@@H](NC(=O)CCc1nc(O)c2ncccc2n1)C(C)C,,,,,,ZINCof000011tNOx
,,CO[C@H](C(=O)NCCn1cc(C(=O)N(C)C2CC=CC2)nn1)C(C)C,,,,,,ZINCpe000015OuE6
,,CCc1ncc(CNC(=O)C=Cc2cccc(F)c2Cl)o1,,,,,,ZINClD000007f26Z
,,C[C@H](CN=c1ncc(I)c[nH]1)N(C)C(=O)c1cnc(C2CC2)s1,,,,,,ZINCnz000003ELeX
,,Cc1c(Br)cc(F)cc1C(=O)N[C@@H](C)CN(C)C(=O)[C@@H]1CCCN1C,,,,,,ZINCpv0000095y7Z
,,C[C@H](CNC(=O)/C=C/CN(C)C)N=c1[nH]c2cc(Cl)ccc2s1,,,,,,ZINCnz000003ELik
,,CO[C@@H](C(=O)NCCn1ccc(C(=O)N[C@H]2CCNC2=O)c1)C1CC1,,,,,,ZINCp5000015OuDU
,,C[C@H](CNC(=O)C#CC(C)(C)C)NC(=O)c1cscc1C(F)F,,,,,,ZINCnz000003ELjt
,,C[C@H](C(=O)N1C[C@H](C(=O)O)C2(CCOCC2)C1)c1cccc(C#N)c1,,,,,,ZINCpq000005tQRE
,,CO[C@H](C(=O)NC[C@@H](O)C(=O)N[C@H]1[C@H]2CC[C@H]3[C@@H](C2)C[C@H]31)C(C)(C)C,,,,,,ZINCpg000015OuDJ
,,CCC[C@H](CCCO)C(=O)N1C[C@@H](C)[C@@H](NC(=O)c2cc(Cl)c[nH]2)C1,,,,,,ZINCpu000001VOGR
,,CO[C@H](C(=O)NCCn1ccc(C(=O)N2CC[C@H]2[C@H](C)O)c1)C1CC1,,,,,,ZINCpc000015OuDT
,,CC(C)CONC(=O)NCCCCC1(NC(=O)OC(C)(C)C)CC1,,,,,,ZINCoB00000nLszI
,,Cc1cc(CC(=O)N2C[C@H](C)[C@@H]2C(=O)N2CC[C@@](C)(C#N)C2)cs1,,,,,,ZINCos00000sPUnH
,,C[C@@H](CNC(=O)Cc1ccc(Br)s1)N(C)C(=O)c1cc(N)nc(Cl)c1,,,,,,ZINCpz00000evJzb
,,C/C=C/C[C@H](C)C(=O)NCCOCCNC(=O)[C@@H](C)NC(C)(C)C,,,,,,ZINCom00000mLQ9O
,,COc1nccc(C(=O)N2CCC=C(C(=O)NC[C@@H](O)CF)C2)n1,,,,,,ZINCo500000HMzdG
,,O=C(N[C@H]1C[C@H](NC(=O)[C@@H]2CC=C[C@H](O)C2)C12CCC2)c1ccc[nH]1,,,,,,ZINCpk00000SOjQ3
,,CC[C@H](C)[C@H](NC(=O)CC(C)(C)C#N)C(=O)NCCOC(=N)O,,,,,,ZINCnc00000UjAZ0
,,O=C(N[C@H]1C[C@H](NC(=O)[C@H]2C=CCC2)C[C@@H]1O)[C@H]1CC2CCC1CC2,,,,,,ZINCpp00000SOjQ0
,,CC[C@H](C)[C@H](NC(=O)C=Cc1cn(C)cn1)C(=O)N(C)C(C)C,,,,,,ZINCno00000UjAYt
,,CCC[C@H](CCCO)C(=O)N1CC[C@@H](C2(NC(=O)CSCC)CC2)C1,,,,,,ZINCpu000001VOzj
,,CCc1ncc(CNC(=O)CC2=Cc3ccccc3C2)s1,,,,,,ZINClD000007f270
,,C[C@@H](CNC(=O)Cc1cscc1Br)N(C)C(=O)c1nc(Cl)ccc1N,,,,,,ZINCpz00000evK3g
,,CC[C@H](C)[C@H](NC(=O)CCCCC#N)C(=O)NCCOC1CC1,,,,,,ZINCno00000UjAYZ
,,CCc1ncccc1NC(=O)c1c(Br)ccc2c1OCO2,,,,,,ZINClD000007f2a0
,,CC[C@H](C)[C@H](NC(=O)C#CC(C)C)C(=O)N1CCOC2(CC2)C1,,,,,,ZINCnl00000UjAYN
,,CNS(=O)(=O)[C@H](C)CNC(=O)[C@@](O)(C(C)C)C(F)(F)F,,,,,,ZINCk500000y8tLU
,,CC[C@H](C)[C@H](NC(=O)C=C=C(C)C)C(=O)NCCn1ncnn1,,,,,,ZINCna00000UjAYR
,,O=C(CCCC1CC1)N[C@H]1CCSC12CN(C(=O)c1cnns1)C2,,,,,,ZINCop00000mLQ6U
,,CO[C@H](C(=O)NCCN1CCCC1)C1CN(C(=O)C(C)(C)[C@@H](C)O)C1,,,,,,ZINCp6000015OuDR
,,Cc1ccc(C(=O)N2C[C@H](C)[C@@H]2C(=O)N2CCC[C@@H]2C)cc1C#N,,,,,,ZINCot00000sPUnJ
,,Cc1ccc(C(=O)N2C[C@H](C)[C@H]2C(=O)N2CC[C@H](C3(C)N=N3)C2)o1,,,,,,ZINCoq00000sPUnP
